Review,Aspect,Sentiment,Score,Helpful_Votes
"This product does not have a bad smell or any fishy burps. Out of other similar products available I have found this one to be one of the best. I have noticed a difference in my hair, nails, skin, and overall energy.",health_impact,neutral,0.0,0.0
"My first bottle of 60 was good and odourless as it is in the description. But my next 90 capsule bottle has a fishy odour and difficult to take. Since the return window is closed, I don't know what to do. I hope the company will.contact.me for a replacement.",taste,negative,-0.25,0.0
"Swisse Odourless High Strength Wild Fish Oil is one the best health supplements for any fitness enthusiast. It has anti-inflammatory properties, provides support to the joints, improves cardiovascular health, strengthens mind and body coordination and is also excellent for improving eye-health. Moreover it is tested against international methods for heavy metals like mercury and lead.",effectiveness,neutral,0.0,0.0
"Swisse Odourless High Strength Wild Fish Oil is one the best health supplements for any fitness enthusiast. It has anti-inflammatory properties, provides support to the joints, improves cardiovascular health, strengthens mind and body coordination and is also excellent for improving eye-health. Moreover it is tested against international methods for heavy metals like mercury and lead.",health_impact,neutral,0.0,0.0
"The first bottle I bought seemed to be effective and I could read small text. The 2nd bottle does not seem to be effective and the small text is blurry again. Sorry to see this, hope I have not been given a placebo.  I take it along with fish oil and I think it does help. I could once again read the small text occasionally which I was unable to read for months. The effect is not yet whole day for me, but it seems slowly the reading is improving..",effectiveness,neutral,0.0,0.0
"Useful tablets. It meets out the vitamin A,E,C deficiency very well",effectiveness,positive,0.3,0.0
I have to sit in front of a screen for daily 6-8 hours and just in 2 days of using this my eye strain just vanished. Amazing product. I'm not sure if it improves eyesight yet . I will update after getting my number checked after one full dose cycle. Amazing product,effectiveness,positive,0.6,0.0
I have to sit in front of a screen for daily 6-8 hours and just in 2 days of using this my eye strain just vanished. Amazing product. I'm not sure if it improves eyesight yet . I will update after getting my number checked after one full dose cycle. Amazing product,authenticity,positive,0.6,0.0
I have to take eyedrops.. since i have cataract in my eyes. I tried it.. it didn't helped me much.. though the burning sensation on my eyes is reduced a little till i use it. After fininshing it started again and i have to take teardrops again.. also the flavour is not that good.. i feel it is overpriced for the result it provides.,effectiveness,positive,0.2,0.0
I have to take eyedrops.. since i have cataract in my eyes. I tried it.. it didn't helped me much.. though the burning sensation on my eyes is reduced a little till i use it. After fininshing it started again and i have to take teardrops again.. also the flavour is not that good.. i feel it is overpriced for the result it provides.,taste,positive,0.7,0.0
"While the injections for curing ""Macula degeneration"" have to be poked into Retina from a side angle with the eye looking the other way and made painless with the movement still possible, and the eye becoming ""RED"" due to the capillaries being punctured, FOR A FEW DAYS ONLY, the tablet is a choice that needs no such problem. However, it is too early for me to judge how far the tablets will improve the ""Macula Degeneration"". I have taken it for just one month. Let me wait and report later.",side_effects,neutral,0.0,0.0
less effective,effectiveness,positive,0.2167,0.0
"I used this supplement for over a month with absolutely zero benefit. I still have to rely on tear-fresh, Lubrifresh for eyes. I don’t see any point in buying this supplement. Eat healthy food!",effectiveness,positive,0.2,0.0
"I used this supplement for over a month with absolutely zero benefit. I still have to rely on tear-fresh, Lubrifresh for eyes. I don’t see any point in buying this supplement. Eat healthy food!",health_impact,positive,0.5,0.0
Its very good product for eyes.finally found a good supplement for eyes health and useful for improving eye sight easy to swallow and good flavor. Its value for money product.,effectiveness,positive,0.4267,0.0
Its very good product for eyes.finally found a good supplement for eyes health and useful for improving eye sight easy to swallow and good flavor. Its value for money product.,price,neutral,0.0,0.0
Really it's a miracle for me. Because few days ago I went to hospital for 👁️ check up due to low vision problems and burning sensation. Even though watching mobile or tv for 1/2 hour I feel strained. Simply they suggest spectacles . I find this one in Amazon and used along with multivitamins. After one week I got the results gradually whatever they described. Now I understood that we cannot obtain whole vitamin and mineral whatever our body required daily through food. So in my view taking supplements may helpful,effectiveness,neutral,0.0,0.0
